Mod:Item:MetaData, Localized Name
EnderIO:itemMaterial:3, Pulsating Iron Nugget
EnderIO:itemMaterial:4, Vibrant Alloy Nugget
EnderIO:itemMaterial:5, Pulsating Crystal
EnderIO:itemMaterial:6, Vibrant Crystal
EnderIO:itemMaterial:7, Dark Steel Ball
EnderIO:itemMaterial:8, Ender Crystal
EnderIO:itemMaterial:9, Enticing Crystal
EnderIO:itemMaterial:10, Weather Crystal
EnderIO:itemAlloy:0, Electrical Steel
EnderIO:itemAlloy:1, Energetic Alloy
EnderIO:itemAlloy:2, Vibrant Alloy
EnderIO:itemAlloy:3, Redstone Alloy
EnderIO:itemAlloy:4, Conductive Iron
EnderIO:itemAlloy:5, Pulsating Iron
EnderIO:itemAlloy:6, Dark Steel
EnderIO:itemAlloy:7, Soularium
EnderIO:itemPowderIngot:0, Coal Powder
EnderIO:itemPowderIngot:1, Iron Powder
EnderIO:itemPowderIngot:2, Gold Powder
EnderIO:itemPowderIngot:3, Copper Powder
EnderIO:itemPowderIngot:4, Tin Powder
EnderIO:itemPowderIngot:6, Enderium Base
EnderIO:itemPowderIngot:7, Obsidian Powder
EnderIO:itemPowderIngot:8, Flour
EnderIO:bucketNutrient_distillation, Nutrient Distillation Bucket
EnderIO:bucketHootch, Hootch Bucket
EnderIO:bucketRocket_fuel, Rocket Fuel Bucket
EnderIO:bucketFire_water, Fire Water Bucket
EnderIO:bucketLiquid_sunshine, Liquid Sunshine Bucket
EnderIO:bucketCloud_seed, item.bucketCloud_seed.name
EnderIO:bucketCloud_seed_concentrated, item.bucketCloud_seed_concentrated.name
EnderIO:itemYetaWrench, Yeta Wrench
EnderIO:itemEnderface, Enderface
EnderIO:itemTravelStaff:0, Staff of Traveling
EnderIO:itemTravelStaff:16, Staff of Traveling
EnderIO:itemConduitProbe:0, Conduit Probe
EnderIO:itemXpTransfer:0, Experience Rod
EnderIO:itemSoulVessel, Soul Vial
EnderIO:itemEnderFood:0, "Enderios"
EnderIO:itemGliderWing:0, Glider Wing
EnderIO:itemGliderWing:1, Glider Wings
EnderIO:item.darkSteel_helmet, Dark Helm
EnderIO:item.darkSteel_chestplate, Dark Plate
EnderIO:item.darkSteel_leggings, Dark Leggings
EnderIO:item.darkSteel_boots, Dark Boots
EnderIO:item.darkSteel_sword, The Ender
EnderIO:item.darkSteel_pickaxe, Dark Pick
EnderIO:item.darkSteel_axe, Dark Axe
EnderIO:item.darkSteel_shears, Dark Shears
EnderIO:itemMagnet:0, Electromagnet
EnderIO:itemMagnet:16, Electromagnet
ExtraUtilities:glove, Glove
ExtraUtilities:heatingElement, Heating Coil
ExtraUtilities:mini-soul:0, Soul fragment
ExtraUtilities:mini-soul:3, Soul fragment
ExtraUtilities:angelRing:0, Angel Ring
ExtraUtilities:angelRing:1, Angel Ring
ExtraUtilities:angelRing:2, Angel Ring
ExtraUtilities:angelRing:3, Angel Ring
ExtraUtilities:angelRing:4, Angel Ring
ExtraUtilities:paintbrush:0, Paintbrush
ExtraUtilities:nodeUpgrade:0, Speed Upgrade
ExtraUtilities:nodeUpgrade:1, Item Filter
ExtraUtilities:nodeUpgrade:2, World Interaction Upgrade
ExtraUtilities:nodeUpgrade:3, Stack Upgrade
ExtraUtilities:nodeUpgrade:4, Creative Upgrade
ExtraUtilities:nodeUpgrade:5, Ender Transmitter
ExtraUtilities:nodeUpgrade:6, Ender Receiver
ExtraUtilities:nodeUpgrade:7, Depth-First Search Upgrade
ExtraUtilities:nodeUpgrade:8, Breadth-First Search Upgrade
ExtraUtilities:nodeUpgrade:9, Pseudo Round Robin Upgrade
ExtraUtilities:nodeUpgrade:10, Advanced Item Filter
ExtraUtilities:lawSword, Kikoku
ExtraUtilities:golden_lasso:0, Golden Lasso
ExtraUtilities:divisionSigil, Division Sigil
ExtraUtilities:unstableingot:0, Unstable Ingot
ExtraUtilities:unstableingot:1, Semi-stable Nugget
ExtraUtilities:unstableingot:2, Mobius "Unstable/Stable" Ingot
ExtraUtilities:builderswand, Builder's Wand
ExtraUtilities:shears, Precision Shears
ExtraUtilities:creativebuilderswand, Super Builder's Wand
ExtraUtilities:ethericsword, Etheric Sword
ExtraUtilities:erosionShovel, Erosion Shovel
ExtraUtilities:destructionpickaxe, Destruction Pickaxe
ExtraUtilities:temporalHoe, Reversing Hoe
ExtraUtilities:sonar_goggles, Sonar Goggles
ExtraUtilities:watering_can, Watering Can
ExtraUtilities:scanner, Portable Scanner
ExtraUtilities:golden_bag, Golden Bag of Holding
ExtraUtilities:bedrockiumIngot, Bedrockium Ingot
harvestcraft:cuttingboardItem, Cutting Board
harvestcraft:potItem, Pot
harvestcraft:skilletItem, Skillet
harvestcraft:saucepanItem, Saucepan
harvestcraft:bakewareItem, Bakeware
harvestcraft:mortarandpestleItem, Mortar and Pestle
harvestcraft:mixingbowlItem, Mixing Bowl
harvestcraft:juicerItem, Juicer
harvestcraft:queenbeeItem, Queen Bee
harvestcraft:waxcombItem, Waxcomb
harvestcraft:honeycombItem, Honeycomb
harvestcraft:beeswaxItem, Beeswax
harvestcraft:honeyItem, Honey
harvestcraft:grubItem, Bee Grub
harvestcraft:royaljellyItem, Royal Jelly
harvestcraft:saltItem, Salt
harvestcraft:waxItem, Wax
harvestcraft:wovencottonItem, Woven Cotton
harvestcraft:hardenedleatherItem, Hardened Leather
harvestcraft:grainbaitItem, Grain Bait
harvestcraft:veggiebaitItem, Veggie Bait
harvestcraft:fruitbaitItem, Fruit Bait
harvestcraft:fishtrapbaitItem, Fish Trap Bait
harvestcraft:hardenedleatherhelmItem, Hardened Leather Helm
harvestcraft:hardenedleatherchestItem, Hardened Leather Chest
harvestcraft:hardenedleatherleggingsItem, Hardened Leather Leggings
harvestcraft:hardenedleatherbootsItem, Hardened Leather Boots
harvestcraft:muttonrawItem, Raw Mutton
harvestcraft:muttoncookedItem, Cooked Mutton
harvestcraft:calamarirawItem, Raw Calamari
harvestcraft:calamaricookedItem, Cooked Calamari
harvestcraft:sunflowerseedsItem, Sunflower Seeds
harvestcraft:freshwaterItem, Fresh Water
harvestcraft:freshmilkItem, Fresh Milk
harvestcraft:blackberryItem, Blackberry
harvestcraft:blueberryItem, Blueberry
harvestcraft:candleberryItem, Candleberry
harvestcraft:raspberryItem, Raspberry
harvestcraft:strawberryItem, Strawberry
harvestcraft:grapeItem, Grape
harvestcraft:cactusfruitItem, Cactus Fruit
harvestcraft:asparagusItem, Asparagus
harvestcraft:barleyItem, Barley
harvestcraft:oatsItem, Oats
harvestcraft:ryeItem, Rye
harvestcraft:cornItem, Corn
harvestcraft:bambooshootItem, Bamboo Shoot
harvestcraft:cantaloupeItem, Cantaloupe
harvestcraft:cucumberItem, Cucumber
harvestcraft:wintersquashItem, Winter Squash
harvestcraft:zucchiniItem, Zucchini
harvestcraft:beetItem, Beet
harvestcraft:onionItem, Onion
harvestcraft:parsnipItem, Parsnip
harvestcraft:peanutItem, Peanut
harvestcraft:radishItem, Radish
harvestcraft:rutabagaItem, Rutabaga
harvestcraft:sweetpotatoItem, Sweet Potato
harvestcraft:turnipItem, Turnip
harvestcraft:rhubarbItem, Rhubarb
harvestcraft:celeryItem, Celery
harvestcraft:garlicItem, Garlic
harvestcraft:gingerItem, Ginger
harvestcraft:spiceleafItem, Spice Leaf
harvestcraft:ediblerootItem, Edible Root
harvestcraft:tealeafItem, Tea Leaf
harvestcraft:coffeebeanItem, Coffee Beans
harvestcraft:mustardseedsItem, Mustard Seeds
harvestcraft:broccoliItem, Broccoli
harvestcraft:cauliflowerItem, Cauliflower
harvestcraft:leekItem, Leek
harvestcraft:lettuceItem, Lettuce
harvestcraft:scallionItem, Scallion
harvestcraft:artichokeItem, Artichoke
harvestcraft:brusselsproutItem, Brussel Sprout
harvestcraft:cabbageItem, Cabbage
harvestcraft:spinachItem, Spinach
harvestcraft:whitemushroomItem, White Mushroom
harvestcraft:beanItem, Beans
harvestcraft:soybeanItem, Soybean
harvestcraft:bellpepperItem, Bellpepper
harvestcraft:chilipepperItem, Chili Pepper
harvestcraft:eggplantItem, Eggplant
harvestcraft:okraItem, Okra
harvestcraft:peasItem, Peas
harvestcraft:tomatoItem, Tomato
harvestcraft:cottonItem, Cotton
harvestcraft:pineappleItem, Pineapple
harvestcraft:kiwiItem, Kiwi
harvestcraft:sesameseedsItem, Sesame Seeds
harvestcraft:curryleafItem, Curry Leaf
harvestcraft:cranberryItem, Cranberry
harvestcraft:riceItem, Rice
harvestcraft:seaweedItem, Seaweed
harvestcraft:waterchestnutItem, Water Chestnut
harvestcraft:blackberryseedItem, Blackberry Seed
harvestcraft:blueberryseedItem, Blueberry Seed
harvestcraft:candleberryseedItem, Candleberry Seed
harvestcraft:raspberryseedItem, Raspberry Seed
harvestcraft:strawberryseedItem, Strawberry Seed
harvestcraft:grapeseedItem, Grape Seed
harvestcraft:cactusfruitseedItem, Cactus Fruit Seed
harvestcraft:asparagusseedItem, Asparagus Seed
harvestcraft:barleyseedItem, Barley Seed
harvestcraft:oatsseedItem, Oats Seed
harvestcraft:ryeseedItem, Rye Seed
harvestcraft:cornseedItem, Corn Seed
harvestcraft:bambooshootseedItem, Bamboo Shoot Seed
harvestcraft:cantaloupeseedItem, Cantaloupe Seed
harvestcraft:cucumberseedItem, Cucumber Seed
harvestcraft:wintersquashseedItem, Winter Squash Seed
harvestcraft:zucchiniseedItem, Zucchini Seed
harvestcraft:beetseedItem, Beet Seed
harvestcraft:onionseedItem, Onion Seed
harvestcraft:parsnipseedItem, Parsnip Seed
harvestcraft:peanutseedItem, Peanut Seed
harvestcraft:radishseedItem, Radish Seed
harvestcraft:rutabagaseedItem, Rutabaga Seed
harvestcraft:sweetpotatoseedItem, Sweet Potato Seed
harvestcraft:turnipseedItem, Turnip Seed
harvestcraft:rhubarbseedItem, Rhubarb Seed
harvestcraft:celeryseedItem, Celery Seed
harvestcraft:garlicseedItem, Garlic Seed
harvestcraft:gingerseedItem, Ginger Seed
harvestcraft:spiceleafseedItem, Spice Leaf Seed
harvestcraft:teaseedItem, Tea Seed
harvestcraft:coffeeseedItem, Coffee Seed
harvestcraft:mustardseedItem, Mustard Seed
harvestcraft:broccoliseedItem, Broccoli Seed
harvestcraft:cauliflowerseedItem, Cauliflower Seed
harvestcraft:leekseedItem, Leek Seed
harvestcraft:lettuceseedItem, Lettuce Seed
harvestcraft:scallionseedItem, Scallion Seed
harvestcraft:artichokeseedItem, Artichoke Seed
harvestcraft:brusselsproutseedItem, Brussel Sprout Seed
harvestcraft:cabbageseedItem, Cabbage Seed
harvestcraft:spinachseedItem, Spinach Seed
harvestcraft:whitemushroomseedItem, White Mushroom Spore
harvestcraft:beanseedItem, Bean Seed
harvestcraft:soybeanseedItem, Soybean Seed
harvestcraft:bellpepperseedItem, Bellpepper Seed
harvestcraft:chilipepperseedItem, Chili Pepper Seed
harvestcraft:eggplantseedItem, Eggplant Seed
harvestcraft:okraseedItem, Okra Seed
harvestcraft:peasseedItem, Peas Seed
harvestcraft:tomatoseedItem, Tomato Seed
harvestcraft:cottonseedItem, Cotton Seed
harvestcraft:pineappleseedItem, Pineapple Seed
harvestcraft:curryleafseedItem, Curry Leaf Seed
harvestcraft:sesameseedsseedItem, Sesame Seeds Seed
harvestcraft:kiwiseedItem, Kiwi Seed
harvestcraft:cranberryseedItem, Cranberry Seed
harvestcraft:riceseedItem, Rice Seed
harvestcraft:seaweedseedItem, Seaweed Seed
harvestcraft:waterchestnutseedItem, Water Chestnut Seed
harvestcraft:almondItem, Almond
harvestcraft:apricotItem, Apricot
harvestcraft:avocadoItem, Avocado
harvestcraft:bananaItem, Banana
harvestcraft:cashewItem, Cashew
harvestcraft:cherryItem, Cherry
harvestcraft:chestnutItem, Chestnut
harvestcraft:cinnamonItem, Cinnamon
harvestcraft:coconutItem, Coconut
harvestcraft:dateItem, Date
harvestcraft:dragonfruitItem, Dragonfruit
harvestcraft:durianItem, Durian
harvestcraft:figItem, Fig
harvestcraft:grapefruitItem, Grapefruit
harvestcraft:lemonItem, Lemon
harvestcraft:limeItem, Lime
harvestcraft:maplesyrupItem, Maple Syrup
harvestcraft:mangoItem, Mango
harvestcraft:nutmegItem, Nutmeg
harvestcraft:oliveItem, Olive
harvestcraft:orangeItem, Orange
harvestcraft:papayaItem, Papaya
harvestcraft:peachItem, Peach
harvestcraft:pearItem, Pear
harvestcraft:pecanItem, Pecan
harvestcraft:peppercornItem, Peppercorn
harvestcraft:persimmonItem, Persimmon
harvestcraft:pistachioItem, Pistachio
harvestcraft:plumItem, Plum
harvestcraft:pomegranateItem, Pomegranate
harvestcraft:starfruitItem, Starfruit
harvestcraft:vanillabeanItem, Vanilla Bean
harvestcraft:walnutItem, Walnut
harvestcraft:gooseberryItem, Gooseberry
harvestcraft:grilledasparagusItem, Grilled Asparagus
harvestcraft:bakedsweetpotatoItem, Baked Sweet Potato
harvestcraft:teaItem, Cup of Tea
harvestcraft:coffeeItem, Cup of Coffee
harvestcraft:popcornItem, Popcorn
harvestcraft:grilledeggplantItem, Grilled Eggplant
harvestcraft:raisinsItem, Raisins
harvestcraft:ricecakeItem, Rice Cake
harvestcraft:toastedcoconutItem, Toasted Coconut
harvestcraft:vanillaItem, Vanilla
harvestcraft:toastedsesameseedsItem, Toasted Sesame Seeds
harvestcraft:flourItem, Flour
harvestcraft:doughItem, Dough
harvestcraft:toastItem, Toast
harvestcraft:pastaItem, Pasta
harvestcraft:heavycreamItem, Heavy Cream
harvestcraft:butterItem, Butter
harvestcraft:cheeseItem, Cheese
harvestcraft:icecreamItem, Ice Cream
harvestcraft:grilledcheeseItem, Grilled Cheese
harvestcraft:applejuiceItem, Apple Juice
harvestcraft:applesauceItem, Apple Sauce
harvestcraft:applepieItem, Apple Pie
harvestcraft:caramelappleItem, Caramel Apple
harvestcraft:pumpkinbreadItem, Pumpkin Bread
harvestcraft:roastedpumpkinseedsItem, Roasted Pumpkin Seeds
harvestcraft:pumpkinsoupItem, Pumpkin Soup
harvestcraft:melonjuiceItem, Melon Juice
harvestcraft:melonsmoothieItem, Melon Smoothie
harvestcraft:carrotjuiceItem, Carrot Juice
harvestcraft:carrotcakeItem, Carrot Cake
harvestcraft:carrotsoupItem, Carrot Soup
harvestcraft:glazedcarrotsItem, Glazed Carrots
harvestcraft:butteredpotatoItem, Buttered Potato
harvestcraft:loadedbakedpotatoItem, Loaded Baked Potato
harvestcraft:mashedpotatoesItem, Mashed Potatoes
harvestcraft:potatosaladItem, Potato Salad
harvestcraft:potatosoupItem, Potato Soup
harvestcraft:friesItem, Fries
harvestcraft:grilledmushroomItem, Grilled Mushroom
harvestcraft:stuffedmushroomItem, Stuffed Mushroom
harvestcraft:chickensandwichItem, Chicken Sandwich
harvestcraft:chickennoodlesoupItem, Chicken Noodle Soup
harvestcraft:chickenpotpieItem, Chicken Pot Pie
harvestcraft:breadedporkchopItem, Breaded Porkchop
harvestcraft:hotdogItem, Hotdog
harvestcraft:bakedhamItem, Baked Ham
harvestcraft:hamburgerItem, Hamburger
harvestcraft:cheeseburgerItem, Cheeseburger
harvestcraft:baconcheeseburgerItem, Bacon Cheeseburger
harvestcraft:potroastItem, Pot Roast
harvestcraft:fishsandwichItem, Fish Sandwich
harvestcraft:fishsticksItem, Fish Sticks
harvestcraft:fishandchipsItem, Fish and Chips
harvestcraft:mayoItem, Mayo
harvestcraft:friedeggItem, Fried Egg
harvestcraft:scrambledeggItem, Scrambled Egg
harvestcraft:boiledeggItem, Boiled Egg
harvestcraft:eggsaladItem, Egg Salad
harvestcraft:caramelItem, Caramel
harvestcraft:taffyItem, Taffy
harvestcraft:spidereyesoupItem, Spider Eye Soup
harvestcraft:zombiejerkyItem, Zombie Jerky
harvestcraft:cocoapowderItem, Cocoa Powder
harvestcraft:chocolatebarItem, Chocolate Bar
harvestcraft:hotchocolateItem, Hot Chocolate
harvestcraft:chocolateicecreamItem, Chocolate Ice Cream
harvestcraft:vegetablesoupItem, Vegetable Soup
harvestcraft:stockItem, Stock
harvestcraft:fruitsaladItem, Fruit Salad
harvestcraft:spagettiItem, Spagetti
harvestcraft:spagettiandmeatballsItem, Spagetti and Meatballs
harvestcraft:tomatosoupItem, Tomato Soup
harvestcraft:ketchupItem, Ketchup
harvestcraft:chickenparmasanItem, Chicken Parmasan
harvestcraft:pizzaItem, Pizza
harvestcraft:springsaladItem, Spring Salad
harvestcraft:porklettucewrapItem, Pork Lettuce Wrap
harvestcraft:fishlettucewrapItem, Fish Lettuce Wrap
harvestcraft:bltItem, BLT
harvestcraft:leafychickensandwichItem, Leafy Chicken Sandwich
harvestcraft:leafyfishsandwichItem, Leafy Fish Sandwich
harvestcraft:deluxecheeseburgerItem, Deluxe Cheeseburger
harvestcraft:delightedmealItem, Delighted Meal
harvestcraft:onionsoupItem, Onion Soup
harvestcraft:potatocakesItem, Potato Cakes
harvestcraft:hashItem, Hash
harvestcraft:braisedonionsItem, Braised Onions
harvestcraft:heartybreakfastItem, Hearty Breakfast
harvestcraft:cornonthecobItem, Corn on the Cob
harvestcraft:cornmealItem, Cornmeal
harvestcraft:cornbreadItem, Cornbread
harvestcraft:tortillaItem, Tortilla
harvestcraft:nachoesItem, Nachoes
harvestcraft:tacoItem, Taco
harvestcraft:fishtacoItem, Fish Taco
harvestcraft:creamedcornItem, Creamed Corn
harvestcraft:strawberrysmoothieItem, Strawberry Smoothie
harvestcraft:strawberrypieItem, Strawberry Pie
harvestcraft:strawberrysaladItem, Strawberry Salad
harvestcraft:strawberryjuiceItem, Strawberry Juice
harvestcraft:chocolatestrawberryItem, Chocolate Strawberry
harvestcraft:peanutbutterItem, Peanut Butter
harvestcraft:trailmixItem, Trail Mix
harvestcraft:pbandjItem, PB&J
harvestcraft:peanutbuttercookiesItem, Peanut Butter Cookies
harvestcraft:grapejuiceItem, Grape Juice
harvestcraft:vinegarItem, Vinegar
harvestcraft:grapejellyItem, Grape Jelly
harvestcraft:grapesaladItem, Grape Salad
harvestcraft:raisincookiesItem, Raisin Cookies
harvestcraft:picklesItem, Pickles
harvestcraft:cucumbersaladItem, Cucumber Salad
harvestcraft:cucumbersoupItem, Cucumber Soup
harvestcraft:vegetarianlettucewrapItem, Vegetarian Lettuce Wrap
harvestcraft:marinatedcucumbersItem, Marinated Cucumbers
harvestcraft:ricesoupItem, Rice Soup
harvestcraft:friedriceItem, Fried Rice
harvestcraft:mushroomrisottoItem, Mushroom Risotto
harvestcraft:curryItem, Curry Rice
harvestcraft:rainbowcurryItem, Rainbow Curry
harvestcraft:refriedbeansItem, Refried Beans
harvestcraft:bakedbeansItem, Baked Beans
harvestcraft:beansandriceItem, Beans and Rice
harvestcraft:chiliItem, Chili
harvestcraft:beanburritoItem, Bean Burrito
harvestcraft:stuffedpepperItem, Stuffed Pepper
harvestcraft:veggiestirfryItem, Veggie Stirfry
harvestcraft:grilledskewersItem, Grilled Skewer
harvestcraft:supremepizzaItem, Supreme Pizza
harvestcraft:omeletItem, Omelet
harvestcraft:hotwingsItem, Hot Wings
harvestcraft:chilipoppersItem, Chili Poppers
harvestcraft:extremechiliItem, Extreme Chili
harvestcraft:chilichocolateItem, Chili Chocolate
harvestcraft:lemonaideItem, Lemonade
harvestcraft:lemonbarItem, Lemon Bar
harvestcraft:fishdinnerItem, Fish Dinner
harvestcraft:lemonsmoothieItem, Lemon Smoothie
harvestcraft:lemonmeringueItem, Lemon Meringue
harvestcraft:candiedlemonItem, Candied Lemon
harvestcraft:lemonchickenItem, Lemon Chicken
harvestcraft:blueberrysmoothieItem, Blueberry Smoothie
harvestcraft:blueberrypieItem, Blueberry Pie
harvestcraft:blueberrymuffinItem, Blueberry Muffin
harvestcraft:blueberryjuiceItem, Blueberry Juice
harvestcraft:pancakesItem, Pancakes
harvestcraft:blueberrypancakesItem, Blueberry Pancakes
harvestcraft:cherryjuiceItem, Cherry Juice
harvestcraft:cherrypieItem, Cherry Pie
harvestcraft:chocolatecherryItem, Chocolate Cherry
harvestcraft:cherrysmoothieItem, Cherry Smoothie
harvestcraft:cheesecakeItem, Cheesecake
harvestcraft:cherrycheesecakeItem, Cherry Cheesecake
harvestcraft:stuffedeggplantItem, Stuffed Eggplant
harvestcraft:eggplantparmItem, Eggplant Parm
harvestcraft:raspberryicedteaItem, Raspberry Iced Tea
harvestcraft:chaiteaItem, Chai Tea
harvestcraft:espressoItem, Espresso
harvestcraft:coffeeconlecheItem, Coffee con Leche
harvestcraft:mochaicecreamItem, Mocha Ice Cream
harvestcraft:pickledbeetsItem, Pickled Beets
harvestcraft:beetsaladItem, Beet Salad
harvestcraft:beetsoupItem, Beet Soup
harvestcraft:bakedbeetsItem, Baked Beets
harvestcraft:broccolimacItem, Broccoli Mac
harvestcraft:broccolindipItem, Broccoli n Dip
harvestcraft:creamedbroccolisoupItem, Creamed Broccoli Soup
harvestcraft:sweetpotatopieItem, Sweet Potato Pie
harvestcraft:candiedsweetpotatoesItem, Candied Sweet Potatoes
harvestcraft:mashedsweetpotatoesItem, Mashed Sweet Potatoes
harvestcraft:steamedpeasItem, Steamed Peas
harvestcraft:splitpeasoupItem, Split Pea Soup
harvestcraft:pineappleupsidedowncakeItem, Pineapple Upsidedown Cake
harvestcraft:pineapplehamItem, Pineapple Ham
harvestcraft:pineappleyogurtItem, Pineapple Yogurt
harvestcraft:turnipsoupItem, Turnip Soup
harvestcraft:roastedrootveggiemedleyItem, Roasted Root Veggie Medley
harvestcraft:bakedturnipsItem, Baked Turnips
harvestcraft:gingerbreadItem, Ginger Bread
harvestcraft:gingersnapsItem, Ginger Snaps
harvestcraft:candiedgingerItem, Candied Ginger
harvestcraft:mustardItem, Mustard
harvestcraft:softpretzelandmustardItem, Soft Pretzel and Mustard
harvestcraft:spicymustardporkItem, Spicy Mustard Pork
harvestcraft:spicygreensItem, Spicy Greens
harvestcraft:garlicbreadItem, Garlic Bread
harvestcraft:garlicmashedpotatoesItem, Garlic Mashed Potatoes
harvestcraft:garlicchickenItem, Garlic Chicken
harvestcraft:summerradishsaladItem, Summer Radish Salad
harvestcraft:summersquashwithradishItem, Summer Squash with Radish
harvestcraft:celeryandpeanutbutterItem, Celery and Peanut Butter
harvestcraft:chickencelerycasseroleItem, Chicken Celery Casserole
harvestcraft:peasandceleryItem, Peas and Celery
harvestcraft:celerysoupItem, Celery Soup
harvestcraft:zucchinibreadItem, Zucchini Bread
harvestcraft:zucchinifriesItem, Zucchini Fries
harvestcraft:zestyzucchiniItem, Zesty Zucchini
harvestcraft:zucchinibakeItem, Zucchini Bake
harvestcraft:asparagusquicheItem, Asparagus Quiche
harvestcraft:asparagussoupItem, Asparagus Soup
harvestcraft:walnutraisinbreadItem, Walnut Raisin Bread
harvestcraft:candiedwalnutsItem, Candied Walnuts
harvestcraft:brownieItem, Brownie
harvestcraft:papayajuiceItem, Papaya Juice
harvestcraft:papayasmoothieItem, Papaya Smoothie
harvestcraft:papayayogurtItem, Papaya Yogurt
harvestcraft:starfruitjuiceItem, Starfruit Juice
harvestcraft:starfruitsmoothieItem, Starfruit Smoothie
harvestcraft:starfruityogurtItem, Starfruit Yogurt
harvestcraft:guacamoleItem, Guacamole
harvestcraft:creamofavocadosoupItem, Cream of Avocado Soup
harvestcraft:avocadoburritoItem, Avocado Burrito
harvestcraft:poachedpearItem, Poached Pear
harvestcraft:fruitcrumbleItem, Fruit Crumble
harvestcraft:pearyogurtItem, Pear Yogurt
harvestcraft:plumyogurtItem, Plum Yogurt
harvestcraft:bananasplitItem, Banana Split
harvestcraft:banananutbreadItem, Banana Nut Bread
harvestcraft:bananasmoothieItem, Banana Smoothie
harvestcraft:bananayogurtItem, Banana Yogurt
harvestcraft:coconutmilkItem, Coconut Milk
harvestcraft:chickencurryItem, Chicken Curry
harvestcraft:coconutshrimpItem, Coconut Shrimp
harvestcraft:coconutyogurtItem, Coconut Yogurt
harvestcraft:orangejuiceItem, Orange Juice
harvestcraft:orangechickenItem, Orange Chicken
harvestcraft:orangesmoothieItem, Orange Smoothie
harvestcraft:orangeyogurtItem, Orange Yogurt
harvestcraft:peachjuiceItem, Peach Juice
harvestcraft:peachcobblerItem, Peach Cobbler
harvestcraft:peachsmoothieItem, Peach Smoothie
harvestcraft:peachyogurtItem, Peach Yogurt
harvestcraft:limejuiceItem, Lime Juice
harvestcraft:keylimepieItem, Keylime Pie
harvestcraft:limesmoothieItem, Lime Smoothie
harvestcraft:limeyogurtItem, Lime Yogurt
harvestcraft:mangojuiceItem, Mango Juice
harvestcraft:mangosmoothieItem, Mango Smoothie
harvestcraft:mangoyogurtItem, Mango Yogurt
harvestcraft:pomegranatejuiceItem, Pomegranate Juice
harvestcraft:pomegranatesmoothieItem, Pomegranate Smoothie
harvestcraft:pomegranateyogurtItem, Pomegranate Yogurt
harvestcraft:vanillayogurtItem, Vanilla Yogurt
harvestcraft:cinnamonrollItem, Cinnamon Roll
harvestcraft:frenchtoastItem, French Toast
harvestcraft:marshmellowsItem, Marshmellows
harvestcraft:donutItem, Donut
harvestcraft:chocolatedonutItem, Chocolate Donut
harvestcraft:powdereddonutItem, Powdered Donut
harvestcraft:jellydonutItem, Jelly Donut
harvestcraft:frosteddonutItem, Frosted Donut
harvestcraft:cactussoupItem, Cactus Soup
harvestcraft:wafflesItem, Waffles
harvestcraft:seedsoupItem, Seed Soup
harvestcraft:softpretzelItem, Soft Pretzel
harvestcraft:jellybeansItem, Jellybeans
harvestcraft:biscuitItem, Biscuit
harvestcraft:creamcookieItem, Cream Cookie
harvestcraft:jaffaItem, Jaffa
harvestcraft:friedchickenItem, Fried Chicken
harvestcraft:chocolatesprinklecakeItem, Chocolate Spinkles Cake
harvestcraft:redvelvetcakeItem, Red Velvet Cake
harvestcraft:footlongItem, Footlong
harvestcraft:blueberryyogurtItem, Blueberry Yogurt
harvestcraft:lemonyogurtItem, Lemon Yogurt
harvestcraft:cherryyogurtItem, Cherry Yogurt
harvestcraft:strawberryyogurtItem, Strawberry Yogurt
harvestcraft:grapeyogurtItem, Grape Yogurt
harvestcraft:chocolateyogurtItem, Chocolate Yogurt
harvestcraft:blackberryjuiceItem, Blackberry Juice
harvestcraft:blackberrycobblerItem, Blackberry Cobbler
harvestcraft:blackberrysmoothieItem, Blackberry Smoothie
harvestcraft:blackberryyogurtItem, Blackberry Yogurt
harvestcraft:chocolatemilkItem, Chocolate Milk
harvestcraft:pumpkinyogurtItem, Pumpkin Yogurt
harvestcraft:raspberryjuiceItem, Raspberry Juice
harvestcraft:raspberrypieItem, Raspberry Pie
harvestcraft:raspberrysmoothieItem, Raspberry Smoothie
harvestcraft:raspberryyogurtItem, Raspberry Yogurt
harvestcraft:cinnamonsugardonutItem, Cinnamon Sugar Donut
harvestcraft:melonyogurtItem, Melon Yogurt
harvestcraft:kiwijuiceItem, Kiwi Juice
harvestcraft:kiwismoothieItem, Kiwi Smoothie
harvestcraft:kiwiyogurtItem, Kiwi Yogurt
harvestcraft:plainyogurtItem, Plain Yogurt
harvestcraft:appleyogurtItem, Apple Yogurt
harvestcraft:saltedsunflowerseedsItem, Salted Sunflower Seeds
harvestcraft:sunflowerwheatrollsItem, Sunflower Wheat Rolls
harvestcraft:sunflowerbroccolisaladItem, Sunflower Broccoli Salad
harvestcraft:cranberryjuiceItem, Cranberry Juice
harvestcraft:cranberrysauceItem, Cranberry Sauce
harvestcraft:cranberrybarItem, Cranberry Bar
harvestcraft:peppermintItem, Peppermint
harvestcraft:cactusfruitjuiceItem, Cactus Fruit Juice
harvestcraft:blackpepperItem, Black Pepper
harvestcraft:groundcinnamonItem, Ground Cinnamon
harvestcraft:groundnutmegItem, Ground Nutmeg
harvestcraft:oliveoilItem, Cooking Oil
harvestcraft:baklavaItem, Baklava
harvestcraft:gummybearsItem, Gummy Bears
